1.749733 0.867013
1.391309 0.907510
1.695449 0.885674
1.492487 0.911952
1.706066 0.882559
1.485821 0.911991
1.274781 0.886123
1.481324 0.911992
1.501978 0.911817
1.397309 0.908089
1.847798 0.810111
1.253733 0.879656
1.487765 0.911984
1.139166 0.821462
1.234832 0.872949
1.152926 0.831093
1.691849 0.886678
1.315993 0.896175
1.644930 0.897575
1.404466 0.908725
2.015226 0.587252
1.191296 0.853644
1.791334 0.847249
1.386449 0.907009
1.466307 0.911844
1.375090 0.905723
1.454391 0.911560
1.961078 0.681996
1.439288 0.910988
1.999215 0.617670
1.501202 0.911831
1.394455 0.907819
1.885133 0.777057
1.523686 0.911159
1.881173 0.780939
1.804188 0.839954
1.465923 0.911837
1.450196 0.911425
1.426559 0.910316
1.470410 0.911907
1.209927 0.862626
1.503091 0.911795
1.505516 0.911743
1.482187 0.911993
1.169596 0.841620
1.936082 0.717913
1.416906 0.909688
1.438182 0.910936
1.204946 0.860337
1.202393 0.859133
0.997560 0.652730
1.834594 0.820050
1.622043 0.901589
1.574090 0.907684
1.560978 0.908860
1.226915 0.869861
1.350227 0.902321
1.303018 0.893349
0.854965 0.333391
1.195881 0.855963
1.189179 0.852548
1.440529 0.911044
1.950102 0.698364
1.382781 0.906611
0.940856 0.539572
1.425350 0.910243
1.945251 0.705299
1.278499 0.887164
1.564102 0.908598
1.407873 0.909006
1.321114 0.897211
1.403294 0.908625
1.424743 0.910206
1.468172 0.911875
1.713280 0.880304
1.613789 0.902852
1.492221 0.911954
1.799762 0.842536
1.589818 0.906006
1.360360 0.903809
1.733114 0.873486
1.847631 0.810242
1.744674 0.869062
1.276338 0.886562
1.569473 0.908121
1.311838 0.895302
1.345797 0.901625
1.175367 0.844994
1.746615 0.868284
1.575770 0.907519
1.128703 0.813517
1.836043 0.819000
1.555102 0.909324
1.455411 0.911590
1.417020 0.909696
1.592054 0.905743
1.387618 0.907132
1.876835 0.785085
1.489600 0.911974
1.520508 0.911286
1.778331 0.854025
1.730164 0.874560
1.148666 0.828206
1.576772 0.907419
1.422232 0.910047
1.346993 0.901816
1.962703 0.679492
1.508499 0.911671
1.476807 0.911971
1.381589 0.906478
1.709571 0.881477
1.081971 0.770471
1.001155 0.658969
1.614489 0.902748
1.017379 0.685704
1.244090 0.876347
1.343396 0.901237
1.471012 0.911915
1.351010 0.902441
1.714632 0.879868
0.946372 0.551724
1.453511 0.911534
1.316022 0.896181
1.422277 0.910050
1.702392 0.883663
1.109533 0.797441
1.815237 0.833173
1.409777 0.909158
1.779444 0.853468
1.593087 0.905619
1.495161 0.911923
1.272922 0.885591
1.143814 0.824816
1.852561 0.806315
1.240109 0.874913
1.442310 0.911122
1.063009 0.748942
1.191052 0.853518
1.548973 0.909766
1.391265 0.907505
1.782079 0.852131
1.420366 0.909925
1.377381 0.905995
0.876418 0.385927
1.433401 0.910699
2.059838 0.493194
1.420876 0.909959
1.461397 0.911745
1.728972 0.874988
1.436717 0.910866
1.292517 0.890841
1.420230 0.909916
1.703871 0.883222
1.334876 0.899788
1.512837 0.911549
1.660730 0.894332
1.397642 0.908120
1.410057 0.909179
1.314188 0.895799
1.701481 0.883933
1.417528 0.909732
1.700226 0.884302
1.559651 0.908968
1.705384 0.882766
1.734753 0.872880
1.827544 0.825021
0.934488 0.525276
1.323301 0.897641
1.431388 0.910591
1.962873 0.679229
1.837511 0.817927
1.376263 0.905863
1.139520 0.821721
1.010334 0.674379
2.005450 0.606057
1.650390 0.896500
1.479955 0.911988
1.041149 0.720768
1.502926 0.911798
1.154509 0.832145
1.313080 0.895566
1.408912 0.909089
0.949218 0.557906
1.841076 0.815276
1.349576 0.902221
0.891539 0.423161
1.383438 0.906684
1.576463 0.907450
1.440903 0.911060
1.326617 0.898277
1.408744 0.909076
1.289544 0.890094
1.090315 0.779151
1.754410 0.865056
1.309531 0.894804
1.375742 0.905801
1.331414 0.899168
2.056180 0.501340
1.630115 0.900261
1.513902 0.911516
1.335772 0.899945
1.114494 0.801800
1.056763 0.741272
1.438446 0.910949
1.618350 0.902165
1.749972 0.866915
1.491490 0.911960
0.899805 0.443376
1.649277 0.896723
1.761642 0.861905
1.480419 0.911989
1.231600 0.871709
1.518772 0.911351
1.581957 0.906882
1.209079 0.862242
1.326238 0.898206
1.515806 0.911455
1.555458 0.909297
1.188817 0.852359
1.537595 0.910478
1.576800 0.907416
1.369361 0.905012
1.746827 0.868199
1.803972 0.840082
1.591778 0.905775
1.233319 0.872372
1.446679 0.911298
1.504489 0.911766
1.099763 0.788430
1.411873 0.909319
1.557376 0.909149
1.550889 0.909632
1.981240 0.649436
1.523577 0.911164
1.599630 0.904804
1.837380 0.818023
1.693809 0.886135
1.290070 0.890227
1.450889 0.911449
1.574169 0.907677
1.211483 0.863325
1.692677 0.886449
1.462326 0.911765
1.710395 0.881219
1.183984 0.849791
2.031653 0.554086
1.772690 0.856787
1.547866 0.909842
1.717466 0.878942
1.749714 0.867021
1.695407 0.885686
1.246648 0.877247
1.912976 0.746946
2.040186 0.536140
1.636562 0.899132
1.796547 0.844365
1.289242 0.890017
1.501452 0.911827
1.559431 0.908986
1.267471 0.883989
1.755298 0.864677
1.249975 0.878394
1.645843 0.897398
1.491324 0.911962
1.811640 0.835434
1.783575 0.851362
0.978572 0.617877
1.384137 0.906760
1.226097 0.869532
1.606941 0.903829
1.410077 0.909181
1.342188 0.901038
1.647625 0.897050
1.404170 0.908699
1.599467 0.904825
1.554247 0.909388
1.829425 0.823717
1.818542 0.831047
1.636832 0.899084
1.500017 0.911852
1.825566 0.826376
1.597187 0.905115
1.517903 0.911382
1.424439 0.910187
1.480788 0.911990
1.684326 0.888693
1.403828 0.908670
1.806088 0.838823
1.310507 0.895016
1.139693 0.821847
1.509635 0.911641
1.554562 0.909364
1.571880 0.907896
1.307170 0.894285
1.545751 0.909982
1.711086 0.881002
1.751723 0.866188
1.487516 0.911985
1.052108 0.735361
1.516307 0.911438
1.577851 0.907310
1.664941 0.893398
1.569821 0.908089
1.116432 0.803464
1.403263 0.908622
1.509124 0.911654
1.404884 0.908760
0.892738 0.426102
2.084012 0.438041
1.664286 0.893545
1.189393 0.852660
1.715056 0.879731
1.437399 0.910899
1.934902 0.719490
1.130904 0.815235
1.605166 0.904072
1.219828 0.866947
2.070319 0.469529
1.742873 0.869774
1.867568 0.793575
1.650917 0.896393
1.841433 0.815008
1.116903 0.803865
1.873842 0.787881
1.324122 0.897800
0.903671 0.452767
1.599099 0.904872
1.576819 0.907414
1.411206 0.909268
1.698520 0.884797
1.941633 0.710353
1.680304 0.889726
1.757578 0.863695
1.148060 0.827789
1.572964 0.907793
1.250776 0.878665
0.948174 0.555645
1.421259 0.909984
1.606169 0.903935
1.083805 0.772419
1.773888 0.856209
1.141323 0.823031
1.524986 0.911104
1.803512 0.840353
2.176917 0.230130
1.657671 0.894991
1.413914 0.909472
1.178742 0.846907
1.959715 0.684080
1.404188 0.908701
1.617149 0.902349
1.855670 0.803774
1.756762 0.864048
1.628975 0.900454
1.427142 0.910350
1.291001 0.890462
1.430435 0.910539
1.381997 0.906524
1.210569 0.862916
1.608487 0.903614
1.485871 0.911991
1.509926 0.911633
1.584005 0.906661
1.633239 0.899722
1.515778 0.911456
2.092680 0.417889
1.092163 0.781011
1.415616 0.909596
1.133582 0.817291
1.737209 0.871959
1.497319 0.911895
1.490273 0.911970
1.638255 0.898826
1.209690 0.862519
1.136511 0.819498
2.025542 0.566645
1.238082 0.874168
1.515615 0.911461
1.811259 0.835671
0.841902 0.302129
1.828712 0.824213
1.570433 0.908032
1.684553 0.888634
1.569844 0.908087
0.764236 0.144737
1.519353 0.911330
1.246537 0.877209
1.587773 0.906241
1.666647 0.893011
1.345050 0.901505
1.476294 0.911968
1.754847 0.864870
1.732279 0.873792
1.395793 0.907947
1.086930 0.775686
1.501619 0.911824
1.504508 0.911765
1.480236 0.911989
1.303586 0.893479
1.457509 0.911649
1.730426 0.874466
1.508939 0.911659
1.589039 0.906096
1.717065 0.879074
1.489155 0.911977
1.060301 0.745653
1.525410 0.911086
1.525049 0.911102
1.616180 0.902495
1.328554 0.898641
1.308139 0.894499
1.490690 0.911967
1.488177 0.911982
1.280240 0.887642
1.624962 0.901119
1.079385 0.767685
1.277817 0.886975
1.855597 0.803834
1.617465 0.902301
1.479813 0.911987
1.927539 0.729098
1.568552 0.908205
1.307348 0.894325
1.453281 0.911526
1.382486 0.906578
1.764152 0.860776
1.715037 0.879737
1.162357 0.837195
1.757674 0.863653
1.304069 0.893589
1.589308 0.906065
1.479970 0.911988
1.344887 0.901479
1.421403 0.909993
1.343373 0.901233
1.582827 0.906789
1.234863 0.872961
1.187357 0.851592
1.812919 0.834636
1.802883 0.840723
1.809061 0.837024
1.386269 0.906990
1.514404 0.911500
1.202840 0.859345
1.682366 0.889200
1.424841 0.910212
1.810361 0.836226
1.380324 0.906336
1.432242 0.910637
1.437122 0.910886
1.519369 0.911329
1.956523 0.688904
2.101098 0.398240
1.627772 0.900656
1.822878 0.828189
2.025419 0.566895
1.319243 0.896838
